fold,origin,sku,model,sMAPE,MASE,WAPE,bias,interval_coverage,actual_total,forecast_total
0,2025-10-09,Seasonal Berries,Gradient Boosting,151.3338299615652,1.0004209176225778,115.14459984559859,-0.43771480758343756,1.0,39.0,35.93599634691594
0,2025-10-09,Soft Drinks,Gradient Boosting,13.811636543789602,0.58283249284811,12.789695765765785,-3.4802358486638645,1.0,1014.0,989.638349059353
0,2025-10-09,Tomatoes,Gradient Boosting,9.985562822940787,0.5666095359443847,9.734701914574671,3.7497468156192855,1.0,613.0,639.248227709335
0,2025-10-09,Truffle Oil,Gradient Boosting,87.70365687766748,0.5880055404264829,57.327988084201756,-0.8306186451933726,1.0,36.0,30.185669483646393
0,2025-10-09,Vegan Cheese,Gradient Boosting,115.77791567279027,0.6802417774619429,95.65899995558573,1.6858982921729122,1.0,35.0,46.80128804521039
0,2025-10-09,Bacon,Naive,14.338151119969972,0.631384654552398,14.318706697459586,-4.857142857142857,1.0,433.0,399.0
0,2025-10-09,Bacon,Seasonal Naive,10.205573953664006,0.46844667918403715,10.623556581986143,-0.2857142857142857,1.0,433.0,431.0
0,2025-10-09,Bacon,ETS (Holt-Winters),7.438924397712097,0.33211127859954087,7.531706630653416,1.283685895857495,1.0,433.0,441.98580127100246
0,2025-10-09,Bacon,Croston,15.561753042479893,0.6826750371541932,15.481883438579827,0.17941243190778927,1.0,433.0,434.2558870233545
0,2025-10-09,Bacon,Croston (SBA),14.826814364676677,0.651087191161614,14.765525987205105,-2.9224153325447477,1.0,433.0,412.54309267218673
0,2025-10-09,Burger Buns,Naive,22.595395490950292,1.4717392181385403,22.686567164179106,-20.571428571428573,1.0,1005.0,861.0
0,2025-10-09,Burger Buns,Seasonal Naive,11.519504530015508,0.729414612498487,11.243781094527364,9.571428571428571,1.0,1005.0,1072.0
0,2025-10-09,Burger Buns,ETS (Holt-Winters),10.47881369081469,0.6808236556617497,10.494761164731214,15.0674785293641,1.0,1005.0,1110.4723497055486
0,2025-10-09,Burger Buns,Croston,25.092861356261047,1.6280963897731338,25.09678184907131,9.651229011738094,1.0,1005.0,1072.5586030821667
0,2025-10-09,Burger Buns,Croston (SBA),24.399344686467845,1.578643803309853,24.334480070050578,1.990096132579749,1.0,1005.0,1018.9306729280582
0,2025-10-09,Butter,Naive,37.94145867296295,0.8594257066762159,26.785714285714285,4.0,1.0,224.0,252.0
0,2025-10-09,Butter,Seasonal Naive,37.76640122949573,1.1459009422349546,35.714285714285715,8.857142857142858,0.8571428571428571,224.0,286.0
0,2025-10-09,Butter,ETS (Holt-Winters),37.54255501258347,1.0727756637120225,33.435190729852735,10.312853327939264,0.8571428571428571,224.0,296.1899732955748
0,2025-10-09,Butter,Croston,40.96225940289863,1.0844119823750826,33.797859782715584,10.741441182656578,0.8571428571428571,224.0,299.190088278596
0,2025-10-09,Butter,Croston (SBA),38.34151112891414,0.9426912718418476,29.380851504719303,8.604369123523746,0.8571428571428571,224.0,284.23058386466624
0,2025-10-09,Cheese Slices,Naive,15.612756498611786,0.9286597521891639,15.646258503401361,-7.0,1.0,735.0,686.0
0,2025-10-09,Cheese Slices,Seasonal Naive,11.824588799012716,0.7429278017513311,12.51700680272109,4.571428571428571,1.0,735.0,767.0
0,2025-10-09,Cheese Slices,ETS (Holt-Winters),9.570723792448076,0.537439292749863,9.054892369812425,-3.5480606204375453,1.0,735.0,710.1635756569373
0,2025-10-09,Cheese Slices,Croston,14.87446197576085,0.8859442023638047,14.926577766611604,-0.28965341540471456,1.0,735.0,732.972426092167
0,2025-10-09,Cheese Slices,Croston (SBA),15.405265522844752,0.916750060269085,15.445601461855032,-5.5251707446344795,1.0,735.0,696.3238047875586
0,2025-10-09,Chicken Breast,Naive,28.099073371987078,1.668235464484831,26.63378545006165,-20.857142857142858,1.0,811.0,665.0
0,2025-10-09,Chicken Breast,Seasonal Naive,17.38447943701363,1.0272005406318636,16.399506781750926,-6.142857142857143,1.0,811.0,768.0
0,2025-10-09,Chicken Breast,ETS (Holt-Winters),18.37005297331983,1.0522718349366353,16.79977610085142,-7.005672221085774,1.0,811.0,761.9602944523996
0,2025-10-09,Chicken Breast,Croston,22.7151623700993,1.3671049670658675,21.826163725508664,-5.867330671018119,1.0,811.0,769.9286853028731
0,2025-10-09,Chicken Breast,Croston (SBA),24.117813911134277,1.4483453113763,23.12318560660228,-11.366821280324356,1.0,811.0,731.4322510377294
0,2025-10-09,Coffee Beans,Naive,14.371234207968902,0.6845854480074649,14.19939577039275,-3.2857142857142856,1.0,331.0,308.0
0,2025-10-09,Coffee Beans,Seasonal Naive,19.45936740967797,0.8739388697967636,18.12688821752266,-8.571428571428571,1.0,331.0,271.0
0,2025-10-09,Coffee Beans,ETS (Holt-Winters),12.51056924604898,0.6062077970160926,12.573718085862017,-4.166361539330354,1.0,331.0,301.83546922468753
0,2025-10-09,Coffee Beans,Croston,15.889603786985301,0.7522775514647626,15.60343812963095,-4.8348410220737685,1.0,331.0,297.1561128454836
0,2025-10-09,Coffee Beans,Croston (SBA),18.04477153303246,0.8450262219695418,17.527193715596535,-6.957384685255797,1.0,331.0,282.29830720320945
0,2025-10-09,Cooking Oil,Naive,11.788034443577587,0.5124257075108553,12.037037037037036,-0.8571428571428571,1.0,216.0,210.0
0,2025-10-09,Cooking Oil,Seasonal Naive,11.263465971932233,0.47300834539463554,11.11111111111111,0.2857142857142857,1.0,216.0,218.0
0,2025-10-09,Cooking Oil,ETS (Holt-Winters),6.038862717187142,0.2664150713867029,6.2581717398295735,-0.7040865099087554,1.0,216.0,211.0713944306387
0,2025-10-09,Cooking Oil,Croston,12.168242047023686,0.528189316644075,12.407329050479634,-0.05731210810684877,1.0,216.0,215.59881524325206
0,2025-10-09,Cooking Oil,Croston (SBA),11.423303504415697,0.4978381146002493,11.694370005363059,-1.5973036455586498,1.0,216.0,204.8188744810895
0,2025-10-09,Eggs,Naive,18.748472915228806,1.0446024563671623,18.53211009174312,2.142857142857143,1.0,545.0,560.0
0,2025-10-09,Eggs,Seasonal Naive,17.14993588523813,0.9308338720103426,16.51376146788991,7.142857142857143,1.0,545.0,595.0
0,2025-10-09,Eggs,ETS (Holt-Winters),13.507449988241705,0.7331060937295409,13.005907419720181,-4.3832269360177945,1.0,545.0,514.3174114478754
0,2025-10-09,Eggs,Croston,18.99235990715856,1.0581782197194558,18.772955342958696,0.8302505237322647,1.0,545.0,550.8117536661258
0,2025-10-09,Eggs,Croston (SBA),19.732162125722944,1.098869825863412,19.494858034526356,-3.1041191453114965,1.0,545.0,523.2711659828195
0,2025-10-09,Fries (Potatoes),Naive,23.59788267260741,1.7347655857845599,23.722044728434504,-39.857142857142854,1.0,1252.0,973.0
0,2025-10-09,Fries (Potatoes),Seasonal Naive,9.376313953381622,0.6892334650591854,9.424920127795527,-4.285714285714286,1.0,1252.0,1222.0
0,2025-10-09,Fries (Potatoes),ETS (Holt-Winters),5.7637864108108685,0.400248016542076,5.473189823848319,-8.226234919784048,1.0,1252.0,1194.4163555615116
0,2025-10-09,Fries (Potatoes),Croston,23.441805554043267,1.720572993561544,23.52796818559454,-8.28698117349921,1.0,1252.0,1193.9911317855056
0,2025-10-09,Fries (Potatoes),Croston (SBA),22.674198514139594,1.6707583056069155,22.846777444046445,-16.815489257681403,1.0,1252.0,1134.2915751962303
0,2025-10-09,Gluten-free Buns,Naive,153.53535353535352,1.2167021690831215,202.4390243902439,8.142857142857142,1.0,41.0,98.0
0,2025-10-09,Gluten-free Buns,Seasonal Naive,148.995148995149,1.1873840445269015,197.5609756097561,9.571428571428571,1.0,41.0,108.0
0,2025-10-09,Gluten-free Buns,ETS (Holt-Winters),157.39426862572404,1.1470506630708472,190.8501711090325,6.591986208052906,1.0,41.0,87.14390345637034
0,2025-10-09,Gluten-free Buns,Croston,160.87303742684503,1.0686965927018464,177.81335571939755,4.77734909117481,1.0,41.0,74.44144363822366
0,2025-10-09,Gluten-free Buns,Croston (SBA),162.18046012825178,1.0453128407368795,173.92268793342765,4.245624493758926,1.0,41.0,70.71937145631249
0,2025-10-09,Lettuce,Naive,26.009736037282906,1.5785120238220565,25.347758887171562,-23.428571428571427,0.8571428571428571,647.0,483.0
0,2025-10-09,Lettuce,Seasonal Naive,19.545609929388934,1.164633871234566,18.701700154559507,-10.714285714285714,1.0,647.0,572.0
0,2025-10-09,Lettuce,ETS (Holt-Winters),14.453378206715712,0.9123824404787666,14.651044632620417,-7.492895756775441,1.0,647.0,594.5497297025719
0,2025-10-09,Lettuce,Croston,17.89733631812849,1.1664104835200781,18.730229009056355,-5.033710865706551,1.0,647.0,611.7640239400541
0,2025-10-09,Lettuce,Croston (SBA),16.3240698704696,1.0782499695038854,17.314546759616945,-9.403453893849798,1.0,647.0,581.1758227430514
0,2025-10-09,Milk,Naive,10.327717783179528,0.5829769495607603,10.424028268551238,-7.857142857142857,1.0,566.0,511.0
0,2025-10-09,Milk,Seasonal Naive,26.495624443662084,1.8576214663969988,33.215547703180206,25.428571428571427,0.8571428571428571,566.0,744.0
0,2025-10-09,Milk,ETS (Holt-Winters),16.49101421431758,1.001686818885615,17.910848317701017,14.48220021116968,1.0,566.0,667.3754014781878
0,2025-10-09,Milk,Croston,18.548811684749058,1.103711854796159,19.73512603439764,15.957259050670093,1.0,566.0,677.7008133546906
0,2025-10-09,Milk,Croston (SBA),14.099635319337928,0.8094590029465473,14.473682939446448,11.116538955279442,1.0,566.0,643.8157726869562
0,2025-10-09,Mushrooms,Naive,21.728497976334957,0.7947121078974517,21.52317880794702,3.857142857142857,1.0,302.0,329.0
0,2025-10-09,Mushrooms,Seasonal Naive,14.958157654263587,0.623543346196462,16.887417218543046,3.5714285714285716,1.0,302.0,327.0
0,2025-10-09,Mushrooms,ETS (Holt-Winters),8.49512566860469,0.3077183876976261,8.333933527742102,2.8621480097029868,1.0,302.0,322.0350360679209
0,2025-10-09,Mushrooms,Croston,21.918349125828144,0.8031969592260382,21.752973938144756,4.551124150340018,1.0,302.0,333.8578690523801
0,2025-10-09,Mushrooms,Croston (SBA),21.244108218142994,0.7740408173740854,20.96333848627063,2.166425085680156,1.0,302.0,317.16497559976114
0,2025-10-09,Onions,Naive,20.82021065870628,1.1640345032504367,20.612244897959183,9.0,1.0,490.0,553.0
0,2025-10-09,Onions,Seasonal Naive,15.132297050042148,0.8528569627775477,15.10204081632653,1.7142857142857142,1.0,490.0,502.0
0,2025-10-09,Onions,ETS (Holt-Winters),9.191342060761585,0.5170218775118668,9.155211058709016,-4.253771992593682,1.0,490.0,460.2235960518442
0,2025-10-09,Onions,Croston,20.837038351052108,1.1547923216299034,20.448588141718798,-0.198081894422117,1.0,490.0,488.6134267390452
0,2025-10-09,Onions,Croston (SBA),21.572697240659764,1.19501600532691,21.160852612183877,-3.688177799701009,1.0,490.0,464.18275540209294
0,2025-10-09,Salmon Fillet,Naive,25.08842816374462,0.8755590634043672,23.92638036809816,-10.571428571428571,1.0,326.0,252.0
0,2025-10-09,Salmon Fillet,Seasonal Naive,40.058775865971974,1.01026045777427,27.607361963190186,-8.571428571428571,0.8571428571428571,326.0,266.0
0,2025-10-09,Salmon Fillet,ETS (Holt-Winters),12.037285726701827,0.4162972148038095,11.3761434538148,-2.4524929684540644,1.0,326.0,308.83254922082153
0,2025-10-09,Salmon Fillet,Croston,19.35656082349126,0.6951729621704934,18.99697394466578,-5.214806924632052,1.0,326.0,289.49635152757565
0,2025-10-09,Salmon Fillet,Croston (SBA),21.5001040535971,0.7648078946986434,20.899885983628813,-7.282638006971881,1.0,326.0,275.02153395119683
0,2025-10-09,Seasonal Berries,Naive,85.71428571428571,0.8688387635756057,100.0,-5.571428571428571,1.0,39.0,0.0
0,2025-10-09,Seasonal Berries,Seasonal Naive,69.60442713670834,0.7797270955165693,89.74358974358975,1.0,1.0,39.0,46.0
0,2025-10-09,Seasonal Berries,ETS (Holt-Winters),143.61798593268105,1.0960789385775505,126.15447014205074,1.0635234120833987,1.0,39.0,46.44466388458379
0,2025-10-09,Seasonal Berries,Croston,136.51412932695598,1.0209660815566766,117.50926919455209,1.257186414446743,1.0,39.0,47.8003049011272
0,2025-10-09,Seasonal Berries,Croston (SBA),138.4680960502435,1.013359715657623,116.63380573482449,0.9157556651529777,1.0,39.0,45.410289656070844
0,2025-10-09,Soft Drinks,Naive,38.30701184116115,1.7212516150778046,37.77120315581854,-45.857142857142854,1.0,1014.0,693.0
0,2025-10-09,Soft Drinks,Seasonal Naive,17.20083826148247,0.7684961519015785,16.86390532544379,7.857142857142857,1.0,1014.0,1069.0
0,2025-10-09,Soft Drinks,ETS (Holt-Winters),14.526883782916947,0.6168069835075416,13.535233127980458,-0.8317098841966332,1.0,1014.0,1008.1780308106236
0,2025-10-09,Soft Drinks,Croston,38.89437602252567,1.744733849384081,38.286498092808216,9.367947803932456,1.0,1014.0,1079.5756346275273
0,2025-10-09,Soft Drinks,Croston (SBA),38.25921565200207,1.7100784725713007,37.52601934201396,1.6566932708786948,1.0,1014.0,1025.596852896151
0,2025-10-09,Tomatoes,Naive,24.383155376485945,1.4052786967939113,24.143556280587276,-4.571428571428571,1.0,613.0,581.0
0,2025-10-09,Tomatoes,Seasonal Naive,26.913505476449544,1.6521519813658148,28.38499184339315,11.714285714285714,0.8571428571428571,613.0,695.0
0,2025-10-09,Tomatoes,ETS (Holt-Winters),14.961030047622256,0.8520077957891571,14.638020355724041,1.7533042251483855,1.0,613.0,625.2731295760389
0,2025-10-09,Tomatoes,Croston,24.02754635533581,1.3921042543462099,23.917211219335634,6.299406353413913,1.0,613.0,657.0958444738974
0,2025-10-09,Tomatoes,Croston (SBA),23.34373939860783,1.3466245176875775,23.135841243295214,1.6058646071717797,1.0,613.0,624.2410522502025
0,2025-10-09,Truffle Oil,Naive,142.85714285714286,1.0256866847705117,100.0,-5.142857142857143,1.0,36.0,0.0
0,2025-10-09,Truffle Oil,Seasonal Naive,78.1557067271353,0.712282419979522,69.44444444444444,0.42857142857142855,1.0,36.0,39.0
0,2025-10-09,Truffle Oil,ETS (Holt-Winters),90.78917949741371,0.639304682135771,62.32943174833257,-0.7989325681434701,1.0,36.0,30.40747202299571
0,2025-10-09,Truffle Oil,Croston,92.23828357702787,0.7854503845397445,76.57800341977551,0.42522408826204344,1.0,36.0,38.9765686178343
0,2025-10-09,Truffle Oil,Croston (SBA),92.86823850892985,0.7775182917918563,75.8046588043423,0.1468200267060839,1.0,36.0,37.02774018694259
0,2025-10-09,Vegan Cheese,Naive,122.08216619981324,0.6907936507936507,97.14285714285714,0.0,1.0,35.0,35.0
0,2025-10-09,Vegan Cheese,Seasonal Naive,116.88311688311688,0.5282539682539683,74.28571428571429,0.2857142857142857,1.0,35.0,37.0
0,2025-10-09,Vegan Cheese,ETS (Holt-Winters),111.35226639524305,0.7284679643656525,102.44080748891989,2.922976126282537,1.0,35.0,55.46083288397776
0,2025-10-09,Vegan Cheese,Croston,116.62082150799844,0.7151148192910403,100.56302146280254,1.1970575119808906,1.0,35.0,43.37940258386624
0,2025-10-09,Vegan Cheese,Croston (SBA),117.98729998688825,0.7088193957868058,99.67772753251955,0.8872046363818455,1.0,35.0,41.21043245467292
1,2025-10-16,Bacon,Gradient Boosting,13.285088113373922,0.5731396340402287,12.325298191944237,-4.258478892158288,1.0,454.0,424.190647754892
1,2025-10-16,Burger Buns,Gradient Boosting,8.894685003256901,0.5919513250780809,9.292265659670388,5.877108526794536,1.0,984.0,1025.1397596875618
1,2025-10-16,Butter,Gradient Boosting,20.249486205085976,0.9509894568776643,19.732118574476313,-7.583768743156663,1.0,337.0,283.9136187979033
1,2025-10-16,Cheese Slices,Gradient Boosting,9.20853149650239,0.5114830806015068,9.732360848552926,6.016561253518485,1.0,649.0,691.1159287746294
1,2025-10-16,Chicken Breast,Gradient Boosting,8.109552513917066,0.5540253709352533,8.10794086715068,-2.686396842183072,1.0,885.0,866.1952221047184
1,2025-10-16,Coffee Beans,Gradient Boosting,13.180894040550092,0.6354659422026627,13.12295568526094,-4.458248191884075,1.0,332.0,300.79226265681143
1,2025-10-16,Cooking Oil,Gradient Boosting,9.649190769079242,0.4063771091980194,9.670580634373852,-0.8564657285443887,1.0,212.0,206.00473990018926
1,2025-10-16,Eggs,Gradient Boosting,10.221902275764357,0.6053301315591898,11.312197203508816,3.2387906970352875,1.0,517.0,539.671534879247
1,2025-10-16,Fries (Potatoes),Gradient Boosting,10.129523796224614,0.7286799751322651,10.166310478158413,-11.345165649181975,0.8571428571428571,1223.0,1143.5838404557262
1,2025-10-16,Gluten-free Buns,Gradient Boosting,83.93419127622063,0.6383119383080806,73.95275137823377,0.9976257861515272,1.0,59.0,65.98338050306069
1,2025-10-16,Lettuce,Gradient Boosting,13.205099728925806,0.6709957902838383,13.560677816273364,9.976784393401118,1.0,515.0,584.8374907538077
1,2025-10-16,Milk,Gradient Boosting,6.091223180447444,0.35837384461797733,6.410795959600221,5.229377847045323,1.0,571.0,607.6056449293172
1,2025-10-16,Mushrooms,Gradient Boosting,16.795262819110583,0.5213803761334926,14.84976922177855,2.750576698541529,1.0,286.0,305.2540368897907
1,2025-10-16,Onions,Gradient Boosting,11.90177399078588,0.6689264092075937,11.754252364533587,2.458633293283796,1.0,493.0,510.2104330529866
1,2025-10-16,Salmon Fillet,Gradient Boosting,123.21051731809575,1.980671939488116,144.64721660094818,24.47370814886032,0.7142857142857143,122.0,293.31595704202226
1,2025-10-16,Seasonal Berries,Gradient Boosting,117.29556462294089,0.6603331472109476,98.56688446235334,1.452512716102343,1.0,30.0,40.1675890127164
1,2025-10-16,Soft Drinks,Gradient Boosting,11.966361640721953,0.4847864670450387,11.13880605182108,9.648567155890618,1.0,966.0,1033.5399700912344
1,2025-10-16,Tomatoes,Gradient Boosting,6.136912929202629,0.30034078971890704,5.5015937330795035,3.3350518060689405,1.0,579.0,602.3453626424827
1,2025-10-16,Truffle Oil,Gradient Boosting,103.21829740319212,0.800644325469928,87.54340340025226,-0.2836323199387489,1.0,32.0,30.014573760428757
1,2025-10-16,Vegan Cheese,Gradient Boosting,93.41594045283172,0.7099988425953786,66.85942019708352,-1.8920913607379213,0.8571428571428571,52.0,38.75536047483455
1,2025-10-16,Bacon,Naive,19.834990703935937,0.8808573961499494,18.94273127753304,-8.857142857142858,1.0,454.0,392.0
1,2025-10-16,Bacon,Seasonal Naive,12.732507201503113,0.5223689209726444,11.233480176211454,-3.0,1.0,454.0,433.0
1,2025-10-16,Bacon,ETS (Holt-Winters),12.304862475911813,0.5374960811668863,11.558787918195764,-2.9490176876773924,1.0,454.0,433.35687618625826
1,2025-10-16,Bacon,Croston,15.585332549592051,0.7029193253520627,15.116194685004697,-3.4846667270641762,1.0,454.0,429.6073329105507
1,2025-10-16,Bacon,Croston (SBA),16.981958995771304,0.7628710380768063,16.405448982847197,-6.553290533568112,1.0,454.0,408.1269662650232
1,2025-10-16,Burger Buns,Naive,21.231510050437045,1.3465814146629445,21.138211382113823,-14.571428571428571,1.0,984.0,882.0
1,2025-10-16,Burger Buns,Seasonal Naive,13.691256196703282,0.8998789261449485,14.126016260162602,3.0,1.0,984.0,1005.0
1,2025-10-16,Burger Buns,ETS (Holt-Winters),8.893284428018005,0.6068510021221668,9.526156102129784,9.912961061938871,1.0,984.0,1053.390727433572
1,2025-10-16,Burger Buns,Croston,21.438099069911136,1.3630553287522214,21.3968137024177,5.9732182603616035,1.0,984.0,1025.8125278225311
1,2025-10-16,Burger Buns,Croston (SBA),20.724568412013067,1.315619199463271,20.65217626932934,-1.354014081227904,1.0,984.0,974.5219014314047
1,2025-10-16,Butter,Naive,19.539536755466067,1.015384275325479,21.068249258160236,-8.142857142857142,0.8571428571428571,337.0,280.0
1,2025-10-16,Butter,Seasonal Naive,46.12903525540913,1.6732388762405783,34.718100890207715,-16.142857142857142,0.7142857142857143,337.0,224.0
1,2025-10-16,Butter,ETS (Holt-Winters),22.49877865826074,1.0901073863363373,22.61868210056102,-9.287552970135014,0.8571428571428571,337.0,271.9871292090549
1,2025-10-16,Butter,Croston,23.414761934780767,1.170860117858786,24.29422378200659,-10.717163971929583,0.8571428571428571,337.0,261.9798521964929
1,2025-10-16,Butter,Croston (SBA),26.92822364074288,1.3046680767986314,27.07061051575493,-12.588448630475966,0.8571428571428571,337.0,248.88085958666824
1,2025-10-16,Cheese Slices,Naive,15.351954179507782,0.8016846479261057,15.254237288135593,1.2857142857142858,1.0,649.0,658.0
1,2025-10-16,Cheese Slices,Seasonal Naive,12.47088942076545,0.6964129264812636,13.251155624036981,12.285714285714286,1.0,649.0,735.0
1,2025-10-16,Cheese Slices,ETS (Holt-Winters),10.745710822526481,0.6309022960581443,12.004637178218209,8.54504651653058,1.0,649.0,708.815325615714
1,2025-10-16,Cheese Slices,Croston,18.235731357611453,0.9682279504628921,18.423177921111343,10.807855855051821,1.0,649.0,724.6549909853628
1,2025-10-16,Cheese Slices,Croston (SBA),16.079116578047877,0.842482326801421,16.030524417967943,5.631748776584936,1.0,649.0,688.4222414360946
1,2025-10-16,Chicken Breast,Naive,31.878324837213373,2.146449156891058,31.412429378531076,6.571428571428571,1.0,885.0,931.0
1,2025-10-16,Chicken Breast,Seasonal Naive,15.505780305428923,1.1118297791090372,16.271186440677965,-10.571428571428571,1.0,885.0,811.0
1,2025-10-16,Chicken Breast,ETS (Holt-Winters),16.906121199217797,1.167685462524848,17.08861214352111,-17.826374567964184,1.0,885.0,760.2153780242508
1,2025-10-16,Chicken Breast,Croston,30.60230238921649,2.0538124146373606,30.056727514101052,-13.430609928365739,1.0,885.0,790.98573050144
1,2025-10-16,Chicken Breast,Croston (SBA),31.27217939318689,2.0974355044201887,30.695134076249108,-19.080508003376025,1.0,885.0,751.4364439763679
1,2025-10-16,Coffee Beans,Naive,11.743549264546385,0.5834216280799838,12.048192771084338,-1.4285714285714286,1.0,332.0,322.0
1,2025-10-16,Coffee Beans,Seasonal Naive,13.98390589958956,0.685520412993981,14.156626506024098,-0.14285714285714285,1.0,332.0,331.0
1,2025-10-16,Coffee Beans,ETS (Holt-Winters),10.926065702717036,0.5371898214261525,11.093463477701855,-3.292158684659781,1.0,332.0,308.9548892073815
1,2025-10-16,Coffee Beans,Croston,11.613533017187825,0.5778301518894247,11.932723649309596,-3.0452139442792876,1.0,332.0,310.683502390045
1,2025-10-16,Coffee Beans,Croston (SBA),12.875371066350707,0.6345794081660885,13.104647942701028,-5.2643818184939,1.0,332.0,295.1493272705427
1,2025-10-16,Cooking Oil,Naive,21.196732520644268,0.8919763487638247,21.22641509433962,-3.2857142857142856,1.0,212.0,189.0
1,2025-10-16,Cooking Oil,Seasonal Naive,10.777498842383507,0.43607732606231425,10.377358490566039,0.5714285714285714,1.0,212.0,216.0
1,2025-10-16,Cooking Oil,ETS (Holt-Winters),9.522942459806021,0.40913159890110884,9.736129392355934,-0.7038304848726875,1.0,212.0,207.07318660589118
1,2025-10-16,Cooking Oil,Croston,21.953234303973037,0.9219945931086434,21.940761069711606,0.22869918207432147,1.0,212.0,213.60089427452027
1,2025-10-16,Cooking Oil,Croston (SBA),21.21951171302609,0.891752220764568,21.22108150679206,-1.2970214913151115,1.0,212.0,202.92084956079424
1,2025-10-16,Eggs,Naive,26.36523337690252,1.4386978083506639,26.88588007736944,-19.857142857142858,0.8571428571428571,517.0,378.0
1,2025-10-16,Eggs,Seasonal Naive,24.00684776152166,1.4490481522956327,27.079303675048354,4.0,1.0,517.0,545.0
1,2025-10-16,Eggs,ETS (Holt-Winters),13.09067079425286,0.829363238908358,15.49884934309563,0.03179407290549615,0.8571428571428571,517.0,517.2225585103384
1,2025-10-16,Eggs,Croston,23.19595587254679,1.3367283790497562,24.980311144248642,3.3724988660102366,1.0,517.0,540.6074920620717
1,2025-10-16,Eggs,Croston (SBA),20.530010939436075,1.1913709463351163,22.26392241991998,-0.48898322014742795,1.0,517.0,513.577117458968
1,2025-10-16,Fries (Potatoes),Naive,21.72746997091617,1.5589372899625895,21.749795584627964,-25.714285714285715,1.0,1223.0,1043.0
1,2025-10-16,Fries (Potatoes),Seasonal Naive,11.383690695776469,0.8732393090391949,12.183156173344235,4.142857142857143,1.0,1223.0,1252.0
1,2025-10-16,Fries (Potatoes),ETS (Holt-Winters),8.573449775787044,0.6380284590883126,8.901569454842521,-4.969096249608165,1.0,1223.0,1188.2163262527426
1,2025-10-16,Fries (Potatoes),Croston,20.82659106502549,1.496761644095974,20.882340814863902,-2.3232575485002007,1.0,1223.0,1206.7371971604985
1,2025-10-16,Fries (Potatoes),Croston (SBA),20.468375260450905,1.4723665909209482,20.541988817866212,-10.942808956789483,1.0,1223.0,1146.4003373024736
1,2025-10-16,Gluten-free Buns,Naive,142.85714285714286,0.863134807579252,100.0,-8.428571428571429,1.0,59.0,0.0
1,2025-10-16,Gluten-free Buns,Seasonal Naive,148.26254826254828,1.0240582462804684,118.64406779661016,-2.5714285714285716,1.0,59.0,41.0
1,2025-10-16,Gluten-free Buns,ETS (Holt-Winters),82.7247473253304,0.655454200905032,75.93879833711247,1.7810227761201756,1.0,59.0,71.46715943284123
1,2025-10-16,Gluten-free Buns,Croston,85.06093109858213,0.5917071386364785,68.55327040928641,1.0178581129075541,1.0,59.0,66.12500679035288
1,2025-10-16,Gluten-free Buns,Croston (SBA),85.70174730780465,0.5847973571580078,67.75272553288988,0.5455366358336049,1.0,59.0,62.818756450835224
